City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
340,ancud,-41.8697,-73.8203,6.99,85,100,8.91,CL,1970-01-01
341,strugi-krasnyye,58.2675,29.1114,-1.21,95,100,4.2,RU,1970-01-01
342,el tigre,8.8875,-64.2454,26.35,76,63,2.57,VE,1970-01-01
343,hermiston,45.8404,-119.2895,3.55,67,0,1.54,US,1970-01-01
344,al matlin,37.2452,10.05,24.77,72,54,7.92,TN,1970-01-01
345,shahin dezh,36.6793,46.5669,12.21,50,99,0.69,IR,1970-01-01
346,pauini,-7.7136,-66.9764,23.33,97,100,1.9,BR,1970-01-01
347,tindouf,27.6711,-8.1474,21.6,34,100,2.87,DZ,1970-01-01
348,rio grande,-32.035,-52.0986,20.53,94,0,2.81,BR,1970-01-01
349,tosontsengel,48.7567,98.2839,-1.45,84,98,2.16,MN,1970-01-01
350,baillif,16.0202,-61.7463,25.72,84,100,6.08,GP,1970-01-01
351,st. paul,44.9444,-93.0933,-0.4,68,0,6.17,US,1970-01-01
352,burao,9.5221,45.5336,20.56,76,100,3.2,SO,1970-01-01
353,polyarnyy,69.1989,33.4478,-6.42,94,100,3.64,RU,1970-01-01
354,laguna,38.421,-121.4238,15.73,43,0,2.06,US,1970-01-01
355,san luis de la loma,17.2706,-100.8939,26.24,86,48,2.04,MX,1970-01-01
356,fisterra,42.9049,-9.2629,12.79,60,61,9.96,ES,1970-01-01
357,dzhangala,49.2167,50.3333,7.46,68,93,7.58,KZ,1970-01-01
358,cockburn town,21.4612,-71.1419,28.27,81,22,4.6,TC,1970-01-01
359,remire-montjoly,4.9167,-52.2667,25.02,94,20,0.0,GF,1970-01-01
360,ulladulla,-35.35,150.4667,32.09,29,100,3.16,AU,1970-01-01
361,pandan,14.0453,124.1694,28.9,77,71,5.6,PH,1970-01-01
362,margate,51.3813,1.3862,13.83,86,2,0.45,GB,1970-01-01
363,midvagur,62.0511,-7.1939,3.46,75,20,2.57,FO,1970-01-01
364,tremonton,41.7119,-112.1655,1.34,46,0,2.68,US,1970-01-01
365,shitanjing,39.2342,106.3439,16.73,18,10,5.05,CN,1970-01-01
366,misratah,32.3754,15.0925,23.31,71,81,4.63,LY,1970-01-01
367,sao jose dos pinhais,-25.5347,-49.2064,20.14,96,75,2.57,BR,1970-01-01
368,karratha,-20.7377,116.8463,35.96,21,82,3.15,AU,1970-01-01
369,dakhla,23.6848,-15.958,20.35,90,2,4.65,EH,1970-01-01
370,esperantinopolis,-4.8667,-44.7083,26.64,58,9,2.63,BR,1970-01-01
371,hilo,19.7297,-155.09,26.85,80,100,2.57,US,1970-01-01
372,mahibadhoo,3.7833,72.9667,27.97,74,100,4.48,MV,1970-01-01
373,belmonte,-15.8631,-38.8828,23.81,74,63,3.84,BR,1970-01-01
374,chamical,-30.36,-66.314,27.17,18,8,2.37,AR,1970-01-01
375,aweil,8.7682,27.4002,23.66,77,82,1.8,SS,1970-01-01
376,igrim,63.1906,64.4162,-9.61,83,100,2.77,RU,1970-01-01
377,aktau,43.65,51.2,12.32,58,100,5.07,KZ,1970-01-01
378,hirara,24.8,125.2833,25.31,60,52,5.98,JP,1970-01-01
379,arraial do cabo,-22.9661,-42.0278,23.16,98,100,4.67,BR,1970-01-01
380,mazagao,-0.115,-51.2894,28.03,82,5,2.24,BR,1970-01-01
381,bokoro,12.3807,17.0568,29.65,20,85,2.49,TD,1970-01-01
382,luena,-11.7833,19.9167,17.08,86,78,1.45,AO,1970-01-01
383,belo sur tsiribihina,-19.7,44.55,23.04,69,3,1.98,MG,1970-01-01
384,gobabis,-22.45,18.9667,16.89,19,0,6.05,NA,1970-01-01
385,nguigmi,14.2495,13.1092,27.67,23,0,5.39,NE,1970-01-01
386,nadvoitsy,63.8667,34.3167,-6.16,87,56,2.71,RU,1970-01-01
387,xilin hot,43.9667,116.0333,5.94,34,100,3.29,CN,1970-01-01
388,nogliki,51.8333,143.1667,2.97,60,1,3.58,RU,1970-01-01
389,udachny,66.4167,112.4,-20.31,76,95,3.37,RU,1970-01-01
390,bocana de paiwas,12.7857,-85.1227,22.99,96,100,0.46,NI,1970-01-01
391,isiro,2.7739,27.616,20.0,99,99,1.06,CD,1970-01-01
392,leninskoye,41.7589,69.3864,17.43,40,16,1.73,KZ,1970-01-01
393,gorontalo,0.5412,123.0595,32.87,53,96,3.51,ID,1970-01-01
394,nowy dwor gdanski,54.2131,19.1177,13.37,77,100,7.72,PL,1970-01-01
395,salekhard,66.53,66.6019,-15.55,99,79,1.26,RU,1970-01-01
396,howard springs,-12.497,131.047,34.9,60,73,3.4,AU,1970-01-01
397,aripuana,-9.1667,-60.6333,29.49,39,69,1.12,BR,1970-01-01
398,barra de santo antonio,-9.4047,-35.5072,22.6,76,92,4.03,BR,1970-01-01
399,taraz,42.9,71.3667,15.23,47,40,5.0,KZ,1970-01-01
400,malango,-2.9627,119.9001,30.57,43,10,2.09,ID,1970-01-01
401,farakka,24.8167,87.9,25.84,62,0,1.99,IN,1970-01-01
402,ossining,41.1629,-73.8615,11.37,89,100,2.57,US,1970-01-01
403,tromso,69.6496,18.957,-2.99,80,75,1.03,NO,1970-01-01
404,northam,51.0333,-4.2167,12.03,96,90,7.19,GB,1970-01-01
405,fu'an,27.0892,119.6453,25.41,51,0,0.33,CN,1970-01-01
406,kuchinda,21.7333,84.35,23.91,60,0,0.93,IN,1970-01-01
407,virac,13.6333,124.2167,25.3,75,92,4.97,PH,1970-01-01
408,hermansverk,61.1846,6.8502,0.25,59,2,4.63,NO,1970-01-01
409,burang,30.25,81.1667,1.94,49,3,1.32,CN,1970-01-01
410,boende,-0.2167,20.8667,23.44,82,99,0.74,CD,1970-01-01
411,wongsorejo,-7.9908,114.4009,32.44,50,34,1.73,ID,1970-01-01
412,hechuan,29.9947,106.2572,21.64,63,6,0.78,CN,1970-01-01
413,antofagasta,-23.65,-70.4,17.39,77,39,3.71,CL,1970-01-01
414,marsa alam,25.0757,34.8918,25.08,82,0,1.57,EG,1970-01-01
415,crane,31.3974,-102.3501,3.21,74,100,8.93,US,1970-01-01
416,loreto,22.2667,-101.9667,19.55,51,11,4.53,MX,1970-01-01
417,queenstown,-31.8976,26.8753,3.77,83,30,4.27,ZA,1970-01-01
418,goderich,43.7501,-81.7165,6.62,87,100,4.67,CA,1970-01-01
419,juneau,58.3019,-134.4197,4.0,90,100,5.66,US,1970-01-01
420,guixi,28.2886,117.2133,23.81,64,0,1.02,CN,1970-01-01
421,la'ie,21.6477,-157.9253,28.98,72,21,1.79,US,1970-01-01
422,hollymead,38.1171,-78.4417,22.07,84,71,1.38,US,1970-01-01
423,cannonvale,-20.2833,148.7,25.66,51,21,5.33,AU,1970-01-01
424,flin flon,54.7682,-101.865,-3.49,87,100,3.77,CA,1970-01-01
425,the pas,53.8251,-101.2541,-1.99,93,100,6.69,CA,1970-01-01
426,san blas,21.5167,-105.2667,25.46,84,52,2.07,MX,1970-01-01
427,harstad,68.799,16.5293,-1.03,94,100,1.79,NO,1970-01-01
428,mount gambier,-37.8333,140.7667,15.41,46,68,7.12,AU,1970-01-01
429,arkalyk,50.2486,66.9114,7.92,94,53,9.9,KZ,1970-01-01
430,maridi,4.9158,29.4742,20.48,94,96,1.36,SS,1970-01-01
431,el granada,37.5027,-122.4694,17.9,38,0,5.66,US,1970-01-01
432,hedaru,-4.5,37.9,21.23,88,90,1.8,TZ,1970-01-01
433,kuqa,41.7278,82.9364,15.66,30,68,1.16,CN,1970-01-01
434,acapulco de juarez,16.8634,-99.8901,27.03,84,59,2.54,MX,1970-01-01
435,kamaishi,39.2667,141.8833,16.16,65,59,3.21,JP,1970-01-01
436,kruisfontein,-34.0033,24.7314,8.59,83,11,1.91,ZA,1970-01-01
437,port hedland,-20.3167,118.5667,31.03,70,40,6.17,AU,1970-01-01
438,amarante do maranhao,-5.5667,-46.7422,26.79,41,9,0.9,BR,1970-01-01
439,neiafu,-18.65,-173.9833,27.38,83,75,5.66,TO,1970-01-01
440,levuka,50.1834,-105.4011,-8.21,94,16,4.5,CA,1970-01-01
441,loango,-4.6719,11.8312,25.81,94,75,5.66,CG,1970-01-01
442,nabire,-3.3667,135.4833,30.24,66,57,2.27,ID,1970-01-01
443,kuching,1.55,110.3333,30.12,74,20,1.03,MY,1970-01-01
444,gbarnga,6.9956,-9.4722,21.27,93,29,0.36,LR,1970-01-01
445,fukumitsu,36.55,136.8667,18.94,84,79,0.45,JP,1970-01-01
446,sydney,-33.8679,151.2073,35.9,27,0,9.26,AU,1970-01-01
447,calatayud,41.3535,-1.6432,14.56,72,100,9.68,ES,1970-01-01
448,severo-yeniseyskiy,60.3725,93.0408,-15.79,99,83,0.89,RU,1970-01-01
449,okhotsk,59.3833,143.3,-1.74,73,19,2.85,RU,1970-01-01
450,bella vista,36.4295,-94.2316,3.04,94,100,10.29,US,1970-01-01
451,sampit,-2.5333,112.95,34.94,40,6,1.49,ID,1970-01-01
452,balakhta,55.38,91.6,-5.96,68,4,0.59,RU,1970-01-01
453,probolinggo,-7.7543,113.2159,32.79,45,32,3.5,ID,1970-01-01
454,uige,-7.6087,15.0613,20.21,98,99,1.12,AO,1970-01-01
455,pangody,65.85,74.4859,-15.02,96,14,1.51,RU,1970-01-01
456,kabwe,-14.4469,28.4464,20.84,71,100,1.61,ZM,1970-01-01
457,ta`u,-14.2336,-169.5144,27.31,79,75,7.25,AS,1970-01-01
458,gewane,10.1664,40.6453,25.35,64,93,1.04,ET,1970-01-01
459,moquegua,-17.1956,-70.9353,17.13,58,27,0.57,PE,1970-01-01
460,tougan,13.0667,-3.0667,27.55,29,0,0.4,BF,1970-01-01
461,rolla,37.9514,-91.7713,2.3,92,100,5.66,US,1970-01-01
462,walvis bay,-22.9575,14.5053,13.5,88,0,2.1,NA,1970-01-01
463,belgrade,44.804,20.4651,14.12,71,0,2.06,RS,1970-01-01
464,priozersk,61.0393,30.1291,0.06,76,83,2.49,RU,1970-01-01
465,mbala,-8.8402,31.3659,18.38,68,89,1.56,ZM,1970-01-01
466,berezovyy,51.6667,135.7,3.73,55,100,1.49,RU,1970-01-01
467,maroua,10.591,14.3159,26.78,55,14,2.07,CM,1970-01-01
468,akjoujt,19.6969,-14.4164,25.62,34,0,3.74,MR,1970-01-01
469,tongchuanshi,35.0806,109.0897,19.87,40,1,1.91,CN,1970-01-01
470,nizhnesortymskiy,62.4397,71.7603,-11.39,95,48,2.86,RU,1970-01-01
471,urucurituba,-2.6833,-57.6667,30.07,41,75,1.23,BR,1970-01-01
472,puerto madero,14.7208,-92.4215,25.11,100,75,0.0,MX,1970-01-01
473,jumla,29.2747,82.1838,13.78,47,0,1.07,NP,1970-01-01
474,alofi,-19.0595,-169.9187,23.97,84,5,10.25,NU,1970-01-01
475,kidal,18.4411,1.4078,26.43,11,24,4.13,ML,1970-01-01
476,chistopol',55.3631,50.6424,-0.63,94,100,7.25,RU,1970-01-01
477,coahuayana de hidalgo,18.7,-103.6583,25.92,91,66,1.21,MX,1970-01-01
478,susuman,62.7833,148.1667,-13.34,92,83,0.89,RU,1970-01-01
479,pimenta bueno,-11.6725,-61.1936,28.16,52,79,0.5,BR,1970-01-01
480,atbasar,51.8,68.3333,7.34,94,100,5.87,KZ,1970-01-01
481,zalingei,12.9096,23.4741,23.86,26,18,1.6,SD,1970-01-01
482,punta del este,-34.9667,-54.95,17.06,91,75,5.66,UY,1970-01-01
483,kodinsk,58.6881,99.1844,-9.76,65,29,1.46,RU,1970-01-01
484,sao joao da barra,-21.6403,-41.0511,23.23,89,96,6.05,BR,1970-01-01
485,prince albert,53.2001,-105.7677,-6.36,90,97,3.0,CA,1970-01-01
486,cozumel,20.5083,-86.9458,24.41,90,0,4.45,MX,1970-01-01
487,waingapu,-9.6567,120.2641,31.31,56,51,4.97,ID,1970-01-01
488,miquelon,47.0975,-56.3814,6.0,54,78,13.73,PM,1970-01-01
489,yarmouth,41.7057,-70.2286,9.98,95,100,4.12,US,1970-01-01
490,drobak,59.6633,10.6298,-0.12,85,100,4.99,NO,1970-01-01
491,governador valadares,-18.8511,-41.9494,24.36,65,80,2.1,BR,1970-01-01
492,yayva,59.3303,57.2641,-3.79,69,100,3.77,RU,1970-01-01
493,chongoyape,-6.6406,-79.3892,23.24,69,99,1.02,PE,1970-01-01
494,weihai,37.5017,122.1136,22.26,55,6,3.53,CN,1970-01-01
495,medina del campo,41.3124,-4.9141,12.66,85,100,6.87,ES,1970-01-01
496,salalah,17.0151,54.0924,24.75,76,70,1.08,OM,1970-01-01
497,huilong,31.8111,121.655,22.74,58,0,4.39,CN,1970-01-01
498,springhill,33.006,-93.4668,13.35,89,100,4.39,US,1970-01-01
499,sakata,38.9167,139.855,16.42,71,73,2.35,JP,1970-01-01
500,kyabram,-36.3167,145.05,21.6,27,99,8.51,AU,1970-01-01
501,novoul'yanovsk,54.1496,48.3891,0.75,97,100,4.92,RU,1970-01-01
502,pekalongan,-6.8886,109.6753,31.29,54,65,2.03,ID,1970-01-01
503,port pirie,-33.1833,138.0167,23.26,32,11,4.58,AU,1970-01-01
504,bosaso,11.2842,49.1816,26.87,76,89,1.91,SO,1970-01-01
505,qui nhon,13.7667,109.2333,28.03,78,98,5.32,VN,1970-01-01
506,soto la marina,23.7667,-98.2167,22.0,87,19,2.19,MX,1970-01-01
507,berbera,10.4396,45.0143,27.52,73,90,1.91,SO,1970-01-01
508,port douglas,-16.4833,145.4667,25.73,60,98,5.01,AU,1970-01-01
509,oebisfelde,52.4333,10.9833,12.99,72,100,6.93,DE,1970-01-01
510,villaviciosa,43.4813,-5.4357,13.98,99,97,2.18,ES,1970-01-01
511,cox's bazar,21.4532,91.9798,25.41,68,54,3.26,BD,1970-01-01
512,komadi,47.0,21.5,17.31,62,50,5.39,HU,1970-01-01
513,lepsy,46.235,78.9456,12.79,79,100,2.72,KZ,1970-01-01
514,bridgewater,44.3835,-64.5155,6.49,81,100,1.48,CA,1970-01-01
515,sinazongwe,-17.2614,27.4618,27.35,55,100,5.29,ZM,1970-01-01
516,yamba,-5.9,22.3,22.21,89,65,0.58,CD,1970-01-01
517,gurupi,-11.7292,-49.0686,28.31,40,14,1.61,BR,1970-01-01
518,cill airne,52.05,-9.5167,7.87,95,79,1.74,IE,1970-01-01
519,novo aripuana,-5.1206,-60.3797,29.3,44,51,0.71,BR,1970-01-01
520,east ballina,-28.8667,153.5833,28.22,58,0,6.39,AU,1970-01-01
521,carutapera,-1.195,-46.02,26.11,78,42,3.57,BR,1970-01-01
522,magdagachi,53.45,125.8,-1.4,46,14,5.52,RU,1970-01-01
523,tres coracoes,-21.6969,-45.2533,20.71,91,100,0.65,BR,1970-01-01
524,karasburg,-28.0167,18.75,10.54,27,0,6.94,NA,1970-01-01
525,vanimo,-2.6741,141.3028,25.13,93,100,2.82,PG,1970-01-01
526,novomyrhorod,48.7811,31.642,11.29,66,100,5.09,UA,1970-01-01
527,diamantino,-14.4086,-56.4461,24.65,76,63,2.22,BR,1970-01-01
528,kirensk,57.7853,108.1119,-3.91,51,99,3.58,RU,1970-01-01
529,anna regina,7.2644,-58.5077,28.15,78,56,4.57,GY,1970-01-01
530,natal,-5.795,-35.2094,23.36,88,40,1.54,BR,1970-01-01
531,rosa zarate,0.3333,-79.4667,24.14,93,100,1.04,EC,1970-01-01
532,rohru,31.2167,77.75,15.24,39,25,0.45,IN,1970-01-01
533,nushki,29.5542,66.0215,22.03,27,91,1.24,PK,1970-01-01
534,kavieng,-2.5744,150.7967,24.72,93,100,4.87,PG,1970-01-01
535,bulayevo,54.9056,70.4439,-2.47,96,100,7.58,KZ,1970-01-01
536,rondonopolis,-16.4708,-54.6356,27.28,66,80,0.77,BR,1970-01-01
537,neon karlovasion,37.7903,26.7044,21.62,84,99,2.58,GR,1970-01-01
538,humahuaca,-23.2054,-65.3505,13.59,22,89,3.03,AR,1970-01-01
539,axim,4.8699,-2.2405,25.56,87,55,1.0,GH,1970-01-01
540,kegeyli shahar,42.7767,59.6078,12.05,58,83,3.5,UZ,1970-01-01
541,peace river,56.2501,-117.286,-5.57,91,100,1.34,CA,1970-01-01
542,swakopmund,-22.6833,14.5333,14.0,85,1,1.85,NA,1970-01-01
543,santa luzia,-19.7697,-43.8514,22.1,93,95,1.41,BR,1970-01-01
544,san sebastian de la gomera,28.0916,-17.1133,22.2,83,0,2.57,ES,1970-01-01
545,mgandu,-5.95,34.1333,18.35,66,50,3.02,TZ,1970-01-01
546,mil'kovo,55.6078,37.7956,-0.27,95,100,1.97,RU,1970-01-01
547,livramento do brumado,-13.6431,-41.8406,23.85,48,11,1.91,BR,1970-01-01
548,orchha,25.35,78.65,24.94,37,66,2.03,IN,1970-01-01
549,namibe,-15.1961,12.1522,19.12,86,5,2.35,AO,1970-01-01
550,itaituba,-4.2761,-55.9836,28.73,53,39,0.88,BR,1970-01-01
551,kongoussi,13.3258,-1.5347,26.9,27,0,0.43,BF,1970-01-01
552,uliastay,47.7417,96.8444,2.29,79,98,1.62,MN,1970-01-01
553,izki,22.9333,57.7667,22.66,73,43,0.18,OM,1970-01-01
554,ha'il,27.5219,41.6907,17.01,82,40,2.06,SA,1970-01-01
555,balikpapan,-1.2675,116.8289,30.55,70,40,1.54,ID,1970-01-01
556,rincon,32.296,-81.2354,21.59,88,0,0.0,US,1970-01-01
557,sangmelima,2.9333,11.9833,20.07,97,100,0.26,CM,1970-01-01
558,shingu,33.7333,135.9833,19.6,51,0,2.19,JP,1970-01-01
559,undurkhaan,47.3194,110.6556,2.54,36,100,3.27,MN,1970-01-01
560,cruzeiro do sul,-29.5128,-51.9853,23.07,89,60,0.8,BR,1970-01-01
561,nizhniy odes,63.6445,54.856,-6.97,81,100,4.19,RU,1970-01-01
562,kathmandu,27.7167,85.3167,17.69,72,20,0.45,NP,1970-01-01
563,pisco,-13.7,-76.2167,20.03,77,61,4.63,PE,1970-01-01
564,peniche,39.3558,-9.3811,16.73,71,64,8.41,PT,1970-01-01
565,temiskaming shores,47.4938,-79.7153,-1.11,99,100,0.31,CA,1970-01-01
566,ihosy,-22.4,46.1167,19.73,72,0,1.34,MG,1970-01-01
567,bamboo flat,11.7,92.7167,29.05,79,40,2.57,IN,1970-01-01
568,balabac,7.9868,117.0645,30.16,69,98,5.28,PH,1970-01-01
569,panama city beach,30.1766,-85.8055,20.61,95,0,0.88,US,1970-01-01
570,kievka,50.2619,71.5514,10.29,81,73,8.52,KZ,1970-01-01
571,farshut,26.0549,32.1633,23.79,45,0,1.93,EG,1970-01-01
572,linqiong,30.4159,103.4609,19.87,72,97,1.53,CN,1970-01-01
573,anta,25.15,76.3,25.46,38,44,2.27,IN,1970-01-01
574,vilyuysk,63.7553,121.6247,-11.67,92,92,2.24,RU,1970-01-01
575,talitsy,56.5289,42.3344,-2.68,93,94,2.0,RU,1970-01-01
576,fukuecho,32.6881,128.8419,19.04,55,0,4.86,JP,1970-01-01
577,vanino,49.0869,140.2543,7.18,41,39,1.86,RU,1970-01-01
578,sonqor,34.7837,47.6004,9.75,42,100,0.74,IR,1970-01-01
579,argostolion,38.1811,20.489,18.19,65,0,2.05,GR,1970-01-01
580,demre,36.2537,29.9777,19.41,70,95,1.33,TR,1970-01-01
581,lerwick,60.1545,-1.1494,8.0,64,11,13.12,GB,1970-01-01
582,la ferte-saint-aubin,47.7169,1.939,11.84,97,100,3.26,FR,1970-01-01
583,smithers,54.7804,-127.1743,-0.2,87,100,0.47,CA,1970-01-01
584,liepaja,56.5419,21.0367,9.99,93,20,3.09,LV,1970-01-01
585,junagarh,19.8667,82.9333,22.82,63,0,0.64,IN,1970-01-01
586,kovdor,67.5662,30.4758,-10.31,97,100,1.21,RU,1970-01-01
587,saint-francois,46.4154,3.9054,12.03,100,100,1.54,FR,1970-01-01
588,paramonga,-10.6667,-77.8333,19.15,89,97,3.1,PE,1970-01-01
589,shenjiamen,29.9576,122.298,22.26,60,11,3.61,CN,1970-01-01
